time,volume,direction,price
000019195,7.0,1,198575.0
000021505,12.0,0,198575.0
000021506,5.0,1,198575.0
000021507,1.0,1,198575.0
000021507,1.0,0,198575.0
000021507,1.0,0,198575.0
000024115,20.0,0,198550.0
000024450,3.0,0,198550.0
000029072,1.0,1,198575.0
000031530,10.0,1,198575.0
000045683,1.0,0,198575.0
000047090,2.0,0,198575.0
000047094,2.0,0,198575.0
